jabatan,instansi,unit_kerja,formasi,khusus_atau_disabilitas,penghasilan_min,penghasilan_max,kebutuhan,verifikasi
PERENCANA AHLI PERTAMA,Pemerintah Kab. Kutai Timur,PEMERINTAH KABUPATEN KUTAI TIMUR | DINAS PERINDUSTRIAN DAN PERDAGANGAN | SEKRETARIAT | SUB BAGIAN PROGRAM DAN KEUANGAN,CPNS Umum,Ya,2.79,9.83,1,12
SANDIMAN AHLI PERTAMA,Pemerintah Kab. Kutai Timur,"PEMERINTAH KABUPATEN KUTAI TIMUR | DINAS KOMUNIKASI, INFORMATIKA, STATISTIK DAN PERSANDIAN | BIDANG INFRASTRUKTUR TEKNOLOGI INFORMASI KOMUNIKASI DAN PERSANDIAN",CPNS Umum,Ya,2.79,9.83,2,17
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Lamandau,Pemerintah Kabupaten Lamandau | Dinas Pemberdayaan Masyarakat dan Desa,CPNS Umum,Ya,2.79,4.58,1,7
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Lampung Tengah,Pemerintah Kabupaten Lampung Tengah. | Badan Kepegawaian dan Pengembangan Sumber Daya Manusia | Bidang Pengembangan Sumber Daya Manusia,CPNS Umum,Ya,3,5,1,40
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Lampung Tengah,"Pemerintah Kabupaten Lampung Tengah. | Badan Kepegawaian dan Pengembangan Sumber Daya Manusia | Bidang Pengadaan, Pemberhentian dan Informasi Kepegawaian",CPNS Umum,Ya,3,5,1,32
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Lampung Tengah,Pemerintah Kabupaten Lampung Tengah. | Badan Kepegawaian dan Pengembangan Sumber Daya Manusia | Sekretariat Badan Kepegawaian dan Pengembangan Sumber Daya Manusia,CPNS Umum,Ya,3,5,1,20
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Landak,Pemerintah Kabupaten Landak | Dinas Pendidikan dan Kebudayaan Kabupaten Landak | Sekretariat Dinas Pendidikan dan Kebudayaan Kabupaten Landak | Sub Bagian Umum dan Kepegawaian,CPNS Umum,Ya,2,5,2,12
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Landak,Pemerintah Kabupaten Landak | Dinas Lingkungan Hidup Kabupaten Landak | Sekretariat Dinas Lingkungan Hidup Kabupaten Landak | Sub Bagian Umum dan Kepegawaian,CPNS Umum,Ya,3,5,1,21
MANGGALA INFORMATIKA AHLI PERTAMA,Pemerintah Kab. Lembata,Pemerintah Daerah Kabupaten Lembata | Dinas Komunikasi dan Informatika | Bidang Statistik dan Persandian | Seksi Persandian,CPNS Umum,Ya,2.79,3.5,1,2
MANGGALA INFORMATIKA AHLI PERTAMA,Pemerintah Kab. Lembata,Pemerintah Daerah Kabupaten Lembata | Dinas Komunikasi dan Informatika | Bidang Infrastruktur dan Pengembangan Teknologi Informasi Komunikasi,CPNS Umum,Ya,2.49,3.5,2,13
PERENCANA AHLI PERTAMA,Pemerintah Kab. Lembata,Pemerintah Daerah Kabupaten Lembata | Dinas Perhubungan | Sekretariat | Sub Bagian Perencanaan dan Keuangan,CPNS Umum,Ya,2.79,3.5,1,1
SANDIMAN AHLI PERTAMA,Pemerintah Kab. Lembata,Pemerintah Daerah Kabupaten Lembata | Dinas Komunikasi dan Informatika | Bidang Statistik dan Persandian | Seksi Persandian,CPNS Umum,Ya,2.49,3.5,2,4
SANDIMAN AHLI PERTAMA,Pemerintah Kab. Limapuluh Kota,PEMERINTAH KABUPATEN LIMA PULUH KOTA | DINAS KOMUNIKASI DAN INFORMATIKA,CPNS Umum,Ya,3,5,2,19
SANDIMAN AHLI PERTAMA,Pemerintah Kab. Lingga,"PEMERINTAH KABUPATEN LINGGA | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG LAYANAN E-GOVERNMENT, TEKNOLOGI INFORMASI DAN KOMUNIKASI",CPNS Umum,Ya,2.58,4.08,1,5
SANDIMAN AHLI PERTAMA,Pemerintah Kab. Lombok Timur,PEMERINTAH KABUPATEN LOMBOK TIMUR | DINAS KOMUNIKASI INFORMATIKA DAN PERSANDIAN | BIDANG PERSANDIAN DAN KEAMANAN INFORMASI,CPNS Umum,Tidak,2.79,4.58,1,48
SANDIMAN AHLI PERTAMA,Pemerintah Kab. Lombok Utara,PEMERINTAH KABUPATEN LOMBOK UTARA | DINAS KOMUNIKASI DAN INFORMATIKA | Bidang Persandian dan Statistik,CPNS Umum,Ya,3.2,4.51,1,26
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU | SEKRETARIAT,CPNS Umum,Ya,3.4,7,1,1
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | DINAS PEKERJAAN UMUM DAN PENATAAN RUANG PERUMAHAN DAN KAWASAN PEMUKIMAN | SEKRETARIAT DINAS PUPR,CPNS Umum,Ya,3.4,7,1,1
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | KANTOR KECAMATAN LONG APARI | SEKSI PEMERINTAHAN,CPNS Umum,Ya,3.4,7,1,3
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | KANTOR KECAMATAN LONG HUBUNG | SEKSI PEMERINTAHAN,CPNS Umum,Ya,3.4,7,1,5
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,"PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | DINAS KOMUNIKASI DAN INFORMATIKA, STATISTIK DAN PERSANDIAN | SEKRETARIAT | SUB BAGIAN PERENCANAAN DAN KEUANGAN",CPNS Umum,Ya,3.4,7,1,0
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,"PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | DINAS PARIWISATA, PEMUDA DAN OLAH RAGA | SEKRETARIAT DISPARPORA | SUB BAGIAN UMUM DAN KEPEGAWAIAN",CPNS Umum,Ya,3.4,7,1,2
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | DINAS PERHUBUNGAN | SEKRETARIAT | SUB BAGIAN PERENCANAAN DAN KEUANGAN,CPNS Umum,Ya,3.4,7,1,1
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | KANTOR KECAMATAN LONG PAHANGAI | SEKSI PEMERINTAHAN,CPNS Umum,Ya,3.4,7,1,6
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | BADAN PENANGGULANGAN BENCANA DAERAH | SEKRETARIAT,CPNS Umum,Ya,3.4,7,2,6
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | ASISTEN PEREKONOMIAN DAN PEMBANGUNAN (ASISTEN II) | BAGIAN ADMINISTRASI PEMBANGUNAN,CPNS Umum,Ya,3.4,7,1,2
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,"PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | BADAN PERENCANAAN PEMBANGUNAN, PENELITIAN DAN PENGEMBANGAN DAERAH | BIDANG SARANA DAN PRASARANA",CPNS Umum,Ya,3.4,7,1,1
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | DINAS KETAHANAN PANGAN DAN PERTANIAN | SEKRETARIAT DINAS KETAHANAN PANGAN DAN PERTANIAN,CPNS Umum,Ya,3.4,7,1,0
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | ASISTEN ADMINISTRASI UMUM (ASISTEN III) | BAGIAN UMUM,CPNS Umum,Ya,3.4,7,3,18
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | SEKRETARIAT DPRD | BAGIAN UMUM DAN KEUANGAN | SUB BAGIAN UMUM,CPNS Umum,Ya,3.4,7,1,0
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | DINAS PEMBERDAYAAN MASYARAKAT DAN KAMPUNG | SEKRETARIAT DPMK | SUB BAGIAN PERENCANAAN DAN KEUANGAN,CPNS Umum,Ya,3.4,7,1,0
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | ASISTEN PEREKONOMIAN DAN PEMBANGUNAN (ASISTEN II) | BAGIAN PEREKONOMIAN DAN SUMBER DAYA ALAM,CPNS Umum,Ya,3.4,7,1,3
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | BADAN PENDAPATAN DAERAH | SEKRETARIAT,CPNS Umum,Ya,3.4,7,1,3
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | DINAS LINGKUNGAN HIDUP | SEKRETARIAT DINAS LINGKUNGAN HIDUP | SUB BAGIAN PERENCANAAN DAN KEUANGAN,CPNS Umum,Ya,3.4,7,1,1
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | BADAN PENGELOLA PERBATASAN DAERAH | BIDANG KOORDINASI PERENCANAAN DAN FASILITASI KERJA SAMA | SUB BIDANG KOORDINASI PERENCANAAN,CPNS Umum,Ya,3.4,7,1,0
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | KANTOR KECAMATAN LAHAM | SEKSI PEMERINTAHAN,CPNS Umum,Ya,3.4,7,1,0
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | INSPEKTORAT | SEKRETARIAT,CPNS Umum,Ya,3.4,7,1,0
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL | SEKRETARIAT | SUB BAGIAN PERENCANAAN DAN KEUANGAN,CPNS Umum,Ya,3.4,7,1,4
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | DINAS KESEHATAN PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA | SEKRETARIAT DINKES P2KB | SUB BAGIAN PERENCANAAN DAN KEUANGAN,CPNS Umum,Ya,3.4,7,2,0
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK | SEKRETARIAT | SUB BAGIAN UMUM DAN KEPEGAWAIAN,CPNS Penyandang Disabilitas,Ya,3.4,7,1,0
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | SEKRETARIAT | SUB BAGIAN PERENCANAAN DAN KEUANGAN,CPNS Umum,Ya,3.4,7,2,7
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | KANTOR KECAMATAN LONG BAGUN | SEKSI PEMERINTAHAN,CPNS Umum,Ya,3.4,7,1,3
SANDIMAN AHLI PERTAMA,Pemerintah Kab. Mahakam Ulu,"PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | DINAS KOMUNIKASI DAN INFORMATIKA, STATISTIK DAN PERSANDIAN | BIDANG STATISTIK DAN PERSANDIAN | SEKSI PERSANDIAN",CPNS Umum,Ya,3.4,7,2,5
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Majalengka,"PEMERINTAH KABUPATEN MAJALENGKA | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG PENGADAAN, PEMBERHENTIAN DAN INFORMASI",CPNS Lulusan Terbaik,Tidak,2.79,3.18,1,3
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Majalengka,"PEMERINTAH KABUPATEN MAJALENGKA | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG PENGADAAN, PEMBERHENTIAN DAN INFORMASI",CPNS Umum,Tidak,2.79,3.18,1,52
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Maluku Tengah,"Pemerintah Kabupaten Maluku Tengah | Sekretariat Daerah | Badan Kepegawaian Dan Pengembangan Sumber Daya Manusia | Bidang Pengadaan, Pemberhentian dan Informasi",CPNS Umum,Tidak,3.2,5.26,1,4
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Maluku Tengah,Pemerintah Kabupaten Maluku Tengah | Sekretariat Daerah | Badan Kepegawaian Dan Pengembangan Sumber Daya Manusia | Bidang Penilaian Kinerja Aparatur dan Penghargaan,CPNS Umum,Tidak,3.2,5.26,1,3
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Maluku Tengah,Pemerintah Kabupaten Maluku Tengah | Sekretariat Daerah | Asisten Administrasi Umum | Bagian Organisasi,CPNS Umum,Ya,3.2,5.26,2,15
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Maluku Tengah,Pemerintah Kabupaten Maluku Tengah | Sekretariat Daerah | Badan Kepegawaian Dan Pengembangan Sumber Daya Manusia | Bidang Mutasi Dan Promosi,CPNS Umum,Tidak,3.2,5.26,1,8
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Maluku Tenggara,PEMERINTAH KABUPATEN MALUKU TENGGARA | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA,CPNS Umum,Ya,2,5,1,2
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Maluku Tenggara,PEMERINTAH KABUPATEN MALUKU TENGGARA | SEKRETARIAT DAERAH | ASISTEN ADMINISTRASI UMUM | BAGIAN ORGANISASI,CPNS Umum,Ya,2,5,2,14
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Mamasa,Pemerintah Daerah Kabupaten Mamasa | Sekretariat Daerah | Badan Kepegawaian Pendidikan dan Pelatihan | Bidang Mutasi dan Promosi,CPNS Umum,Ya,3,5,1,28
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Mamasa,Pemerintah Daerah Kabupaten Mamasa | Sekretariat Daerah | Asisten III Administrasi Umum | Bagian Organisasi Dan Tatalaksana,CPNS Umum,Ya,3,5,1,3
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Mamberamo Tengah,Kabupaten Mamberamo Tengah | BUPATI MAMBERAMO TENGAH | Sekretariat Daerah | Badan Kepegawaian dan Pengembangan Sumber Daya Manusia | Bidang Administrasi dan Informasi Kepegawaian | Sub Bidang Pembinaan Disiplin dan Kesejahteraan,CPNS Orang Asli Papua (oap),Tidak,3,3.5,1,5
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Mamuju Tengah,"PEMERINTAH KAB. MAMUJU TENGAH | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | Bidang Pengadaan, Pemberhentian, Informasi, Penilaian dan Evaluasi Kinerja Aparatur",CPNS Penyandang Disabilitas,Ya,1,5,1,1
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Mamuju Tengah,"PEMERINTAH KAB. MAMUJU TENGAH | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | Bidang Pengadaan, Pemberhentian, Informasi, Penilaian dan Evaluasi Kinerja Aparatur",CPNS Umum,Ya,1,5,1,14
PERENCANA AHLI PERTAMA,Pemerintah Kab. Manggarai Timur,PEMERINTAH KABUPATEN MANGGARAI TIMUR | DINAS KOMUNIKASI DAN INFORMATIKA | SEKRETARIAT DINAS KOMUNIKASI DAN INFORMATIKA,CPNS Umum,Ya,2.79,3.5,1,2
PERENCANA AHLI PERTAMA,Pemerintah Kab. Manggarai Timur,PEMERINTAH KABUPATEN MANGGARAI TIMUR | DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL | SEKRETARIAT DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL,CPNS Umum,Ya,2.79,3.5,2,9
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Manokwari Selatan,"PEMERINTAH KAB. MANOKWARI SELATAN | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG PERENCANAAN, PEMBERHENTIAN DAN INFORMASI APARATUR | SUB BIDANG DATA DAN INFORMASI",CPNS Orang Asli Papua (oap),Tidak,2.79,4.58,1,3
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Manokwari Selatan,"PEMERINTAH KAB. MANOKWARI SELATAN | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG PERENCANAAN, PEMBERHENTIAN DAN INFORMASI APARATUR",CPNS Orang Asli Papua (oap),Tidak,2.79,4.58,1,0
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Manokwari Selatan,PEMERINTAH KAB. MANOKWARI SELATAN | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG MUTASI DAN PROMOSI APARATUR | SUB BIDANG MUTASI APARATUR,CPNS Umum (non Oap),Tidak,2.79,4.58,1,5
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Manokwari Selatan,PEMERINTAH KAB. MANOKWARI SELATAN | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG PENGEMBANGAN APARATUR | SUB BIDANG PENGEMBANGAN KARIR DAN PROMOSI,CPNS Orang Asli Papua (oap),Tidak,2.79,4.58,1,2
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Manokwari Selatan,"PEMERINTAH KAB. MANOKWARI SELATAN | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG PENGEMBANGAN APARATUR | SUB BIDANG PENILAIAN, EVALUASI DAN PENGHARGAAN APARATUR SIPIL NEGARA",CPNS Umum (non Oap),Tidak,2.79,4.58,1,4
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Manokwari Selatan,PEMERINTAH KAB. MANOKWARI SELATAN | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG PENGEMBANGAN APARATUR | SUB BIDANG PENGEMBANGAN KOMPENTENSI,CPNS Umum (non Oap),Tidak,2.79,4.58,1,4
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Manokwari Selatan,PEMERINTAH KAB. MANOKWARI SELATAN | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG PENGEMBANGAN APARATUR | SUB BIDANG PENDIDIKAN DAN PELATIHAN,CPNS Orang Asli Papua (oap),Tidak,2.79,4.58,1,1
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Manokwari Selatan,PEMERINTAH KAB. MANOKWARI SELATAN | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG PENGEMBANGAN APARATUR | Sub Bidang Fasilitas Profesi ASN,CPNS Orang Asli Papua (oap),Tidak,2.79,4.58,1,1
SANDIMAN AHLI PERTAMA,Pemerintah Kab. Manokwari Selatan,"PEMERINTAH KAB. MANOKWARI SELATAN | DINAS KOMUNIKASI DAN INFORMASI, PERSANDIAN DAN STATISTIK | BIDANG STATISTIK DAN PERSANDIAN | SEKSI PERSANDIAN",CPNS Orang Asli Papua (oap),Tidak,2.79,4.58,2,0
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Melawi,KABUPATEN MELAWI | DINAS PEMBERDAYAAN MASYARAKAT DAN DESA | SEKRETARIAT DINAS PEMBERDAYAAN MASYARAKAT DAN DESA | SUB BAGIAN UMUM DAN KEPEGAWAIAN,CPNS Umum,Ya,2.5,4.5,1,19
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Melawi,KABUPATEN MELAWI | SEKRETARIAT DEWAN PERWAKILAN RAKYAT DAERAH | BAGIAN UMUM | SUB BAGIAN UMUM DAN KEPEGAWAIAN,CPNS Penyandang Disabilitas,Ya,2.5,4.5,1,2
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Melawi,"KABUPATEN MELAWI | DINAS PEMUDA, OLAHRAGA DAN PARIWISATA | SEKRETARIAT DINAS PEMUDA, OLAHRAGA DAN PARIWISATA | SUB BAGIAN UMUM DAN KEPEGAWAIAN",CPNS Umum,Ya,2.5,4.5,1,17
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Melawi,KABUPATEN MELAWI | DINAS KESEHATAN | RUMAH SAKIT UMUM DAERAH BELIMBING | SUB BAGIAN TATA USAHA,CPNS Umum,Ya,2.5,4.5,1,25
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Melawi,KABUPATEN MELAWI | DINAS KEARSIPAN DAN PERPUSTAKAAN DAERAH | SEKRETARIAT DINAS KEARSIPAN DAN PERPUSTAKAAN DAERAH | SUB BAGIAN UMUM DAN KEPEGAWAIAN,CPNS Umum,Ya,2.5,4.5,1,15
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Melawi,KABUPATEN MELAWI | DINAS PENDIDIKAN DAN KEBUDAYAAN | SEKRETARIAT | SUB BAGIAN UMUM DAN KEPEGAWAIAN,CPNS Umum,Ya,2.5,4.5,1,10
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Melawi,KABUPATEN MELAWI | DINAS PEKERJAAN UMUM DAN PENATAAN RUANG | SEKRETARIAT | SUB BAGIAN UMUM DAN KEPEGAWAIAN,CPNS Umum,Ya,2.5,4.5,1,10
PERENCANA AHLI PERTAMA,Pemerintah Kab. Melawi,"KABUPATEN MELAWI | BADAN PERENCANAAN PEMBANGUNAN DAERAH | BIDANG PERENCANAAN, PENGENDALIAN, EVALUASI, PEMBANGUNAN, PENELITIAN DAN PENGEMBANGAN",CPNS Umum,Ya,2.5,4.5,1,9
PERENCANA AHLI PERTAMA,Pemerintah Kab. Melawi,"KABUPATEN MELAWI | BADAN PERENCANAAN PEMBANGUNAN DAERAH | BIDANG PERENCANAAN PEMERINTAH, KESEJAHTERAAN MASYARAKAT DAN PEMBANGUNAN MANUSIA",CPNS Umum,Ya,2.5,4.5,1,8
PERENCANA AHLI PERTAMA,Pemerintah Kab. Melawi,"KABUPATEN MELAWI | BADAN PERENCANAAN PEMBANGUNAN DAERAH | BIDANG PERENCANAAN PEREKONOMIAN, SDA, INFRASTRUKTUR DAN KEWILAYAHAN",CPNS Umum,Ya,2.5,4.5,1,11
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Mesuji,PEMERINTAH KABUPATEN MESUJI | DINAS PERHUBUNGAN | SEKRETARIAT DINAS PERHUBUNGAN | SUB BAGIAN UMUM DAN KEPEGAWAIAN DINAS PERHUBUNGAN,CPNS Umum,Ya,2.79,2.79,1,10
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Mesuji,PEMERINTAH KABUPATEN MESUJI | BADAN KESATUAN BANGSA DAN POLITIK | SEKRETARIAT BADAN KESATUAN BANGSA DAN POLITIK | SUB BAGIAN UMUM DAN KEPEGAWAIAN BADAN KESATUAN BANGSA DAN POLITIK,CPNS Umum,Ya,3.2,3.2,1,8
PERENCANA AHLI PERTAMA,Pemerintah Kab. Mesuji,PEMERINTAH KABUPATEN MESUJI | BADAN PENDAPATAN DAERAH | SEKRETARIAT BADAN PENDAPATAN DAERAH,CPNS Umum,Ya,2.79,2.79,1,9
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Mimika,Pemerintah Kabupaten Mimika | Badan Penanggulangan Bencana Daerah | Sekretariat Badan Penanggulangan Bencana Daerah,CPNS Umum (non Oap),Tidak,5,7,1,16
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Mimika,Pemerintah Kabupaten Mimika | Dinas Perhubungan | Sekretariat Dinas Perhubungan,CPNS Orang Asli Papua (oap),Tidak,5,7,1,4
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Minahasa,PEMERINTAH KABUPATEN MINAHASA | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA,CPNS Umum,Ya,2.5,4,7,352
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Minahasa Selatan,Pemerintah Kabupaten Minahasa Selatan | Badan Keuangan dan Aset Daerah,CPNS Umum,Ya,2.7,7,1,1
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Minahasa Selatan,Pemerintah Kabupaten Minahasa Selatan | Dinas Koperasi dan UMKM,CPNS Umum,Ya,2.7,7,2,1
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Minahasa Selatan,Pemerintah Kabupaten Minahasa Selatan | Badan Pendapatan Daerah,CPNS Umum,Ya,2.7,7,1,0
